全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,効力発生日,廃止日,備考,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字
016454,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,中川郡,ナカガワグン,Nakagawa-gun,豊頃町,トヨコロチョウ,Toyokoro-cho,,,
016462,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,中川郡,ナカガワグン,Nakagawa-gun,本別町,ホンベツチョウ,Hombetsu-cho,,,
016471,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,足寄郡,アショログン,Ashoro-gun,足寄町,アショロチョウ,Ashoro-cho,,,
016489,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,足寄郡,アショログン,Ashoro-gun,陸別町,リクベツチョウ,Rikubetsu-cho,,,
016497,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,十勝郡,トカチグン,Tokachi-gun,浦幌町,ウラホロチョウ,Urahoro-cho,,,
016616,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,釧路郡,クシログン,Kushiro-gun,釧路町,クシロチョウ,Kushiro-cho,,,
016624,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,厚岸郡,アッケシグン,Akkeshi-gun,厚岸町,アッケシチョウ,Akkeshi-cho,,,
016632,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,厚岸郡,アッケシグン,Akkeshi-gun,浜中町,ハマナカチョウ,Hamanaka-cho,,,
016641,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,川上郡,カワカミグン,Kawakami-gun,標茶町,シベチャチョウ,Shibecha-cho,,,
016659,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,川上郡,カワカミグン,Kawakami-gun,弟子屈町,テシカガチョウ,Teshikaga-cho,,,
016675,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,阿寒郡,アカングン,Akan-gun,鶴居村,ツルイムラ,Tsurui-mura,,,
016683,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,白糠郡,シラヌカグン,Shiranuka-gun,白糠町,シラヌカチョウ,Shiranuka-cho,,,
016918,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,野付郡,ノツケグン,Notsuke-gun,別海町,ベツカイチョウ,Betsukai-cho,,,
016926,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,標津郡,シベツグン,Shibetsu-gun,中標津町,ナカシベツチョウ,Nakashibetsu-cho,,,
016934,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,標津郡,シベツグン,Shibetsu-gun,標津町,シベツチョウ,Shibetsu-cho,,,
016942,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,目梨郡,メナシグン,Menashi-gun,羅臼町,ラウスチョウ,Rausu-cho,,,
016951,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,色丹郡,シコタングン,Shikotan-gun,色丹村,シコタンムラ,Shikotan-mura,,,
016969,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,国後郡,クナシリグン,Kunashiri-gun,泊村,トマリムラ,Tomari-mura,,,
016977,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,国後郡,クナシリグン,Kunashiri-gun,留夜別村,ルヤベツムラ,Ruyabetsu-mura,,,
016985,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,択捉郡,エトロフグン,Etorofu-gun,留別村,ルベツムラ,Rubetsu-mura,,,
016993,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,紗那郡,シャナグン,Shana-gun,紗那村,シャナムラ,Shana-mura,,,
017001,北海道,ホッカイドウ,Hokkaido,1947-04-17,,,蘂取郡,シベトログン,Shibetoro-gun,蘂取村,シベトロムラ,Shibetoro-mura,,,
020001,青森県,アオモリケン,Aomori,1947-04-17,,,,,,,,,,,
022012,青森県,アオモリケン,Aomori,1947-04-17,,,,,,青森市,アオモリシ,Aomori-shi,,,
022021,青森県,アオモリケン,Aomori,1947-04-17,,,,,,弘前市,ヒロサキシ,Hirosaki-shi,,,
022039,青森県,アオモリケン,Aomori,1947-04-17,,,,,,八戸市,ハチノヘシ,Hachinohe-shi,,,
022047,青森県,アオモリケン,Aomori,1947-04-17,,,,,,黒石市,クロイシシ,Kuroishi-shi,,,
022055,青森県,アオモリケン,Aomori,1947-04-17,,,,,,五所川原市,ゴショガワラシ,Goshogawara-shi,,,
022063,青森県,アオモリケン,Aomori,1947-04-17,,,,,,十和田市,トワダシ,Towada-shi,,,
022071,青森県,アオモリケン,Aomori,1947-04-17,,,,,,三沢市,ミサワシ,Misawa-shi,,,
022080,青森県,アオモリケン,Aomori,1947-04-17,,,,,,むつ市,ムツシ,Mutsu-shi,,,
022098,青森県,アオモリケン,Aomori,1947-04-17,,,,,,つがる市,ツガルシ,Tsugaru-shi,,,
022101,青森県,アオモリケン,Aomori,1947-04-17,,,,,,平川市,ヒラカワシ,Hirakawa-shi,,,
023019,青森県,アオモリケン,Aomori,1947-04-17,,,東津軽郡,ヒガシツガルグン,Higashitsugaru-gun,平内町,ヒラナイマチ,Hiranai-machi,,,
023035,青森県,アオモリケン,Aomori,1947-04-17,,,東津軽郡,ヒガシツガルグン,Higashitsugaru-gun,今別町,イマベツマチ,Imabetsu-machi,,,
023043,青森県,アオモリケン,Aomori,1947-04-17,,,東津軽郡,ヒガシツガルグン,Higashitsugaru-gun,蓬田村,ヨモギタムラ,Yomogita-mura,,,
023078,青森県,アオモリケン,Aomori,1947-04-17,,,東津軽郡,ヒガシツガルグン,Higashitsugaru-gun,外ヶ浜町,ソトガハママチ,Sotogahama-machi,,,
023213,青森県,アオモリケン,Aomori,1947-04-17,,,西津軽郡,ニシツガルグン,Nishitsugaru-gun,鰺ヶ沢町,アジガサワマチ,Ajigasawa-machi,,,
023230,青森県,アオモリケン,Aomori,1947-04-17,,,西津軽郡,ニシツガルグン,Nishitsugaru-gun,深浦町,フカウラマチ,Fukaura-machi,,,
023434,青森県,アオモリケン,Aomori,1947-04-17,,,中津軽郡,ナカツガルグン,Nakatsugaru-gun,西目屋村,ニシメヤムラ,Nishimeya-mura,,,
023612,青森県,アオモリケン,Aomori,1947-04-17,,,南津軽郡,ミナミツガルグン,Minamitsugaru-gun,藤崎町,フジサキマチ,Fujisaki-machi,,,
023621,青森県,アオモリケン,Aomori,1947-04-17,,,南津軽郡,ミナミツガルグン,Minamitsugaru-gun,大鰐町,オオワニマチ,Owani-machi,,,
023671,青森県,アオモリケン,Aomori,1947-04-17,,,南津軽郡,ミナミツガルグン,Minamitsugaru-gun,田舎館村,イナカダテムラ,Inakadate-mura,,,
023817,青森県,アオモリケン,Aomori,1947-04-17,,,北津軽郡,キタツガルグン,Kitatsugaru-gun,板柳町,イタヤナギマチ,Itayanagi-machi,,,
023841,青森県,アオモリケン,Aomori,1947-04-17,,,北津軽郡,キタツガルグン,Kitatsugaru-gun,鶴田町,ツルタマチ,Tsuruta-machi,,,
023876,青森県,アオモリケン,Aomori,1947-04-17,,,北津軽郡,キタツガルグン,Kitatsugaru-gun,中泊町,ナカドマリマチ,Nakadomari-machi,,,
024015,青森県,アオモリケン,Aomori,1947-04-17,,,上北郡,カミキタグン,Kamikita-gun,野辺地町,ノヘジマチ,Noheji-machi,,,
024023,青森県,アオモリケン,Aomori,1947-04-17,,,上北郡,カミキタグン,Kamikita-gun,七戸町,シチノヘマチ,Shichinohe-machi,,,
024058,青森県,アオモリケン,Aomori,1947-04-17,,,上北郡,カミキタグン,Kamikita-gun,六戸町,ロクノヘマチ,Rokunohe-machi,,,
024066,青森県,アオモリケン,Aomori,1947-04-17,,,上北郡,カミキタグン,Kamikita-gun,横浜町,ヨコハママチ,Yokohama-machi,,,
024082,青森県,アオモリケン,Aomori,1947-04-17,,,上北郡,カミキタグン,Kamikita-gun,東北町,トウホクマチ,Tohoku-machi,,,
024112,青森県,アオモリケン,Aomori,1947-04-17,,,上北郡,カミキタグン,Kamikita-gun,六ヶ所村,ロッカショムラ,Rokkasho-mura,,,
024121,青森県,アオモリケン,Aomori,1947-04-17,,,上北郡,カミキタグン,Kamikita-gun,おいらせ町,オイラセチョウ,Oirase-cho,,,
024236,青森県,アオモリケン,Aomori,1947-04-17,,,下北郡,シモキタグン,Shimokita-gun,大間町,オオママチ,Oma-machi,,,
024244,青森県,アオモリケン,Aomori,1947-04-17,,,下北郡,シモキタグン,Shimokita-gun,東通村,ヒガシドオリムラ,Higashidori-mura,,,
024252,青森県,アオモリケン,Aomori,1947-04-17,,,下北郡,シモキタグン,Shimokita-gun,風間浦村,カザマウラムラ,Kazamaura-mura,,,
024261,青森県,アオモリケン,Aomori,1947-04-17,,,下北郡,シモキタグン,Shimokita-gun,佐井村,サイムラ,Sai-mura,,,
024414,青森県,アオモリケン,Aomori,1947-04-17,,,三戸郡,サンノヘグン,Sannohe-gun,三戸町,サンノヘマチ,Sannohe-machi,,,
024422,青森県,アオモリケン,Aomori,1947-04-17,,,三戸郡,サンノヘグン,Sannohe-gun,五戸町,ゴノヘマチ,Gonohe-machi,,,
024431,青森県,アオモリケン,Aomori,1947-04-17,,,三戸郡,サンノヘグン,Sannohe-gun,田子町,タッコマチ,Takko-machi,,,
024457,青森県,アオモリケン,Aomori,1947-04-17,,,三戸郡,サンノヘグン,Sannohe-gun,南部町,ナンブチョウ,Nambu-cho,,,
024465,青森県,アオモリケン,Aomori,1947-04-17,,,三戸郡,サンノヘグン,Sannohe-gun,階上町,ハシカミチョウ,Hashikami-cho,,,
024503,青森県,アオモリケン,Aomori,1947-04-17,,,三戸郡,サンノヘグン,Sannohe-gun,新郷村,シンゴウムラ,Shingo-mura,,,
030007,岩手県,イワテケン,Iwate,1947-04-17,,,,,,,,,,,
032018,岩手県,イワテケン,Iwate,1947-04-17,,,,,,盛岡市,モリオカシ,Morioka-shi,,,
032026,岩手県,イワテケン,Iwate,1947-04-17,,,,,,宮古市,ミヤコシ,Miyako-shi,,,
032034,岩手県,イワテケン,Iwate,1947-04-17,,,,,,大船渡市,オオフナトシ,Ofunato-shi,,,
032051,岩手県,イワテケン,Iwate,1947-04-17,,,,,,花巻市,ハナマキシ,Hanamaki-shi,,,
032069,岩手県,イワテケン,Iwate,1947-04-17,,,,,,北上市,キタカミシ,Kitakami-shi,,,
032077,岩手県,イワテケン,Iwate,1947-04-17,,,,,,久慈市,クジシ,Kuji-shi,,,
032085,岩手県,イワテケン,Iwate,1947-04-17,,,,,,遠野市,トオノシ,Tono-shi,,,
032093,岩手県,イワテケン,Iwate,1947-04-17,,,,,,一関市,イチノセキシ,Ichinoseki-shi,,,
032107,岩手県,イワテケン,Iwate,1947-04-17,,,,,,陸前高田市,リクゼンタカタシ,Rikuzentakata-shi,,,
032115,岩手県,イワテケン,Iwate,1947-04-17,,,,,,釜石市,カマイシシ,Kamaishi-shi,,,
032131,岩手県,イワテケン,Iwate,1947-04-17,,,,,,二戸市,ニノヘシ,Ninohe-shi,,,
032140,岩手県,イワテケン,Iwate,1947-04-17,,,,,,八幡平市,ハチマンタイシ,Hachimantai-shi,,,
032158,岩手県,イワテケン,Iwate,1947-04-17,,,,,,奥州市,オウシュウシ,Oshu-shi,,,
032166,岩手県,イワテケン,Iwate,1947-04-17,,,,,,滝沢市,タキザワシ,Takizawa-shi,,,
033014,岩手県,イワテケン,Iwate,1947-04-17,,,岩手郡,イワテグン,Iwate-gun,雫石町,シズクイシチョウ,Shizukuishi-cho,,,
033022,岩手県,イワテケン,Iwate,1947-04-17,,,岩手郡,イワテグン,Iwate-gun,葛巻町,クズマキマチ,Kuzumaki-machi,,,
033031,岩手県,イワテケン,Iwate,1947-04-17,,,岩手郡,イワテグン,Iwate-gun,岩手町,イワテマチ,Iwate-machi,,,
033219,岩手県,イワテケン,Iwate,1947-04-17,,,紫波郡,シワグン,Shiwa-gun,紫波町,シワチョウ,Shiwa-cho,,,
033227,岩手県,イワテケン,Iwate,1947-04-17,,,紫波郡,シワグン,Shiwa-gun,矢巾町,ヤハバチョウ,Yahaba-cho,,,
033669,岩手県,イワテケン,Iwate,1947-04-17,,,和賀郡,ワガグン,Waga-gun,西和賀町,ニシワガマチ,Nishiwaga-machi,,,
033812,岩手県,イワテケン,Iwate,1947-04-17,,,胆沢郡,イサワグン,Isawa-gun,金ケ崎町,カネガサキチョウ,Kanegasaki-cho,,,
034029,岩手県,イワテケン,Iwate,1947-04-17,,,西磐井郡,ニシイワイグン,Nishiiwai-gun,平泉町,ヒライズミチョウ,Hiraizumi-cho,,,
034410,岩手県,イワテケン,Iwate,1947-04-17,,,気仙郡,ケセングン,Kesen-gun,住田町,スミタチョウ,Sumita-cho,,,
034614,岩手県,イワテケン,Iwate,1947-04-17,,,上閉伊郡,カミヘイグン,Kamihei-gun,大槌町,オオツチチョウ,Otsuchi-cho,,,
034827,岩手県,イワテケン,Iwate,1947-04-17,,,下閉伊郡,シモヘイグン,Shimohei-gun,山田町,ヤマダマチ,Yamada-machi,,,
034835,岩手県,イワテケン,Iwate,1947-04-17,,,下閉伊郡,シモヘイグン,Shimohei-gun,岩泉町,イワイズミチョウ,Iwaizumi-cho,,,
034843,岩手県,イワテケン,Iwate,1947-04-17,,,下閉伊郡,シモヘイグン,Shimohei-gun,田野畑村,タノハタムラ,Tanohata-mura,,,
034851,岩手県,イワテケン,Iwate,1947-04-17,,,下閉伊郡,シモヘイグン,Shimohei-gun,普代村,フダイムラ,Fudai-mura,,,
035017,岩手県,イワテケン,Iwate,1947-04-17,,,九戸郡,クノヘグン,Kunohe-gun,軽米町,カルマイマチ,Karumai-machi,,,
035033,岩手県,イワテケン,Iwate,1947-04-17,,,九戸郡,クノヘグン,Kunohe-gun,野田村,ノダムラ,Noda-mura,,,
035068,岩手県,イワテケン,Iwate,1947-04-17,,,九戸郡,クノヘグン,Kunohe-gun,九戸村,クノヘムラ,Kunohe-mura,,,
035076,岩手県,イワテケン,Iwate,1947-04-17,,,九戸郡,クノヘグン,Kunohe-gun,洋野町,ヒロノチョウ,Hirono-cho,,,
035246,岩手県,イワテケン,Iwate,1947-04-17,,,二戸郡,ニノヘグン,Ninohe-gun,一戸町,イチノヘマチ,Ichinohe-machi,,,
040002,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,,,,,,
041009,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,仙台市,センダイシ,Sendai-shi,,,
041017,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,仙台市,センダイシ,Sendai-shi,青葉区,アオバク,Aoba-ku
041025,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,仙台市,センダイシ,Sendai-shi,宮城野区,ミヤギノク,Miyagino-ku
041033,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,仙台市,センダイシ,Sendai-shi,若林区,ワカバヤシク,Wakabayashi-ku
041041,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,仙台市,センダイシ,Sendai-shi,太白区,タイハクク,Taihaku-ku
041050,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,仙台市,センダイシ,Sendai-shi,泉区,イズミク,Izumi-ku
042021,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,石巻市,イシノマキシ,Ishinomaki-shi,,,
042030,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,塩竈市,シオガマシ,Shiogama-shi,,,
042056,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,気仙沼市,ケセンヌマシ,Kesennuma-shi,,,
042064,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,白石市,シロイシシ,Shiroishi-shi,,,
042072,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,名取市,ナトリシ,Natori-shi,,,
042081,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,角田市,カクダシ,Kakuda-shi,,,
042099,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,多賀城市,タガジョウシ,Tagajo-shi,,,
042111,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,岩沼市,イワヌマシ,Iwanuma-shi,,,
042129,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,登米市,トメシ,Tome-shi,,,
042137,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,栗原市,クリハラシ,Kurihara-shi,,,
042145,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,東松島市,ヒガシマツシマシ,Higashimatsushima-shi,,,
042153,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,大崎市,オオサキシ,Osaki-shi,,,
042161,宮城県,ミヤギケン,Miyagi,1947-04-17,,,,,,富谷市,トミヤシ,Tomiya-shi,,,
043010,宮城県,ミヤギケン,Miyagi,1947-04-17,,,刈田郡,カッタグン,Katta-gun,蔵王町,ザオウマチ,Zao-machi,,,
043028,宮城県,ミヤギケン,Miyagi,1947-04-17,,,刈田郡,カッタグン,Katta-gun,七ヶ宿町,シチカシュクマチ,Shichikashuku-machi,,,
043214,宮城県,ミヤギケン,Miyagi,1947-04-17,,,柴田郡,シバタグン,Shibata-gun,大河原町,オオガワラマチ,Ogawara-machi,,,
043222,宮城県,ミヤギケン,Miyagi,1947-04-17,,,柴田郡,シバタグン,Shibata-gun,村田町,ムラタマチ,Murata-machi,,,
043231,宮城県,ミヤギケン,Miyagi,1947-04-17,,,柴田郡,シバタグン,Shibata-gun,柴田町,シバタマチ,Shibata-machi,,,
043249,宮城県,ミヤギケン,Miyagi,1947-04-17,,,柴田郡,シバタグン,Shibata-gun,川崎町,カワサキマチ,Kawasaki-machi,,,
043419,宮城県,ミヤギケン,Miyagi,1947-04-17,,,伊具郡,イググン,Igu-gun,丸森町,マルモリマチ,Marumori-machi,,,
043613,宮城県,ミヤギケン,Miyagi,1947-04-17,,,亘理郡,ワタリグン,Watari-gun,亘理町,ワタリチョウ,Watari-cho,,,
043621,宮城県,ミヤギケン,Miyagi,1947-04-17,,,亘理郡,ワタリグン,Watari-gun,山元町,ヤマモトチョウ,Yamamoto-cho,,,
044016,宮城県,ミヤギケン,Miyagi,1947-04-17,,,宮城郡,ミヤギグン,Miyagi-gun,松島町,マツシママチ,Matsushima-machi,,,
044041,宮城県,ミヤギケン,Miyagi,1947-04-17,,,宮城郡,ミヤギグン,Miyagi-gun,七ヶ浜町,シチガハママチ,Shichigahama-machi,,,
044067,宮城県,ミヤギケン,Miyagi,1947-04-17,,,宮城郡,ミヤギグン,Miyagi-gun,利府町,リフチョウ,Rifu-cho,,,
044211,宮城県,ミヤギケン,Miyagi,1947-04-17,,,黒川郡,クロカワグン,Kurokawa-gun,大和町,タイワチョウ,Taiwa-cho,,,
044229,宮城県,ミヤギケン,Miyagi,1947-04-17,,,黒川郡,クロカワグン,Kurokawa-gun,大郷町,オオサトチョウ,Osato-cho,,,
044245,宮城県,ミヤギケン,Miyagi,1947-04-17,,,黒川郡,クロカワグン,Kurokawa-gun,大衡村,オオヒラムラ,Ohira-mura,,,
044440,宮城県,ミヤギケン,Miyagi,1947-04-17,,,加美郡,カミグン,Kami-gun,色麻町,シカマチョウ,Shikama-cho,,,
044458,宮城県,ミヤギケン,Miyagi,1947-04-17,,,加美郡,カミグン,Kami-gun,加美町,カミマチ,Kami-machi,,,
045012,宮城県,ミヤギケン,Miyagi,1947-04-17,,,遠田郡,トオダグン,Toda-gun,涌谷町,ワクヤチョウ,Wakuya-cho,,,
045055,宮城県,ミヤギケン,Miyagi,1947-04-17,,,遠田郡,トオダグン,Toda-gun,美里町,ミサトマチ,Misato-machi,,,
045811,宮城県,ミヤギケン,Miyagi,1947-04-17,,,牡鹿郡,オシカグン,Oshika-gun,女川町,オナガワチョウ,Onagawa-cho,,,
046060,宮城県,ミヤギケン,Miyagi,1947-04-17,,,本吉郡,モトヨシグン,Motoyoshi-gun,南三陸町,ミナミサンリクチョウ,Minamisanriku-cho,,,
050008,秋田県,アキタケン,Akita,1947-04-17,,,,,,,,,,,
052019,秋田県,アキタケン,Akita,1947-04-17,,,,,,秋田市,アキタシ,Akita-shi,,,
052027,秋田県,アキタケン,Akita,1947-04-17,,,,,,能代市,ノシロシ,Noshiro-shi,,,
052035,秋田県,アキタケン,Akita,1947-04-17,,,,,,横手市,ヨコテシ,Yokote-shi,,,
052043,秋田県,アキタケン,Akita,1947-04-17,,,,,,大館市,オオダテシ,Odate-shi,,,
052060,秋田県,アキタケン,Akita,1947-04-17,,,,,,男鹿市,オガシ,Oga-shi,,,
052078,秋田県,アキタケン,Akita,1947-04-17,,,,,,湯沢市,ユザワシ,Yuzawa-shi,,,
052094,秋田県,アキタケン,Akita,1947-04-17,,,,,,鹿角市,カヅノシ,Kazuno-shi,,,
052108,秋田県,アキタケン,Akita,1947-04-17,,,,,,由利本荘市,ユリホンジョウシ,Yurihonjo-shi,,,
052116,秋田県,アキタケン,Akita,1947-04-17,,,,,,潟上市,カタガミシ,Katagami-shi,,,
052124,秋田県,アキタケン,Akita,1947-04-17,,,,,,大仙市,ダイセンシ,Daisen-shi,,,
052132,秋田県,アキタケン,Akita,1947-04-17,,,,,,北秋田市,キタアキタシ,Kitaakita-shi,,,
052141,秋田県,アキタケン,Akita,1947-04-17,,,,,,にかほ市,ニカホシ,Nikaho-shi,,,
052159,秋田県,アキタケン,Akita,1947-04-17,,,,,,仙北市,センボクシ,Semboku-shi,,,
053031,秋田県,アキタケン,Akita,1947-04-17,,,鹿角郡,カヅノグン,Kazuno-gun,小坂町,コサカマチ,Kosaka-machi,,,
053279,秋田県,アキタケン,Akita,1947-04-17,,,北秋田郡,キタアキタグン,Kitaakita-gun,上小阿仁村,カミコアニムラ,Kamikoani-mura,,,
053465,秋田県,アキタケン,Akita,1947-04-17,,,山本郡,ヤマモトグン,Yamamoto-gun,藤里町,フジサトマチ,Fujisato-machi,,,
053481,秋田県,アキタケン,Akita,1947-04-17,,,山本郡,ヤマモトグン,Yamamoto-gun,三種町,ミタネチョウ,Mitane-cho,,,
053490,秋田県,アキタケン,Akita,1947-04-17,,,山本郡,ヤマモトグン,Yamamoto-gun,八峰町,ハッポウチョウ,Happo-cho,,,
053619,秋田県,アキタケン,Akita,1947-04-17,,,南秋田郡,ミナミアキタグン,Minamiakita-gun,五城目町,ゴジョウメマチ,Gojome-machi,,,
053635,秋田県,アキタケン,Akita,1947-04-17,,,南秋田郡,ミナミアキタグン,Minamiakita-gun,八郎潟町,ハチロウガタマチ,Hachirogata-machi,,,
053660,秋田県,アキタケン,Akita,1947-04-17,,,南秋田郡,ミナミアキタグン,Minamiakita-gun,井川町,イカワマチ,Ikawa-machi,,,
053686,秋田県,アキタケン,Akita,1947-04-17,,,南秋田郡,ミナミアキタグン,Minamiakita-gun,大潟村,オオガタムラ,Ogata-mura,,,
054348,秋田県,アキタケン,Akita,1947-04-17,,,仙北郡,センボクグン,Semboku-gun,美郷町,ミサトチョウ,Misato-cho,,,
054631,秋田県,アキタケン,Akita,1947-04-17,,,雄勝郡,オガチグン,Ogachi-gun,羽後町,ウゴマチ,Ugo-machi,,,
054640,秋田県,アキタケン,Akita,1947-04-17,,,雄勝郡,オガチグン,Ogachi-gun,東成瀬村,ヒガシナルセムラ,Higashinaruse-mura,,,
060003,山形県,ヤマガタケン,Yamagata,1947-04-17,,,,,,,,,,,
062014,山形県,ヤマガタケン,Yamagata,1947-04-17,,,,,,山形市,ヤマガタシ,Yamagata-shi,,,
062022,山形県,ヤマガタケン,Yamagata,1947-04-17,,,,,,米沢市,ヨネザワシ,Yonezawa-shi,,,
062031,山形県,ヤマガタケン,Yamagata,1947-04-17,,,,,,鶴岡市,ツルオカシ,Tsuruoka-shi,,,
062049,山形県,ヤマガタケン,Yamagata,1947-04-17,,,,,,酒田市,サカタシ,Sakata-shi,,,
