全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,効力発生日,廃止日,備考,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字
362051,徳島県,トクシマケン,Tokushima,1947-04-17,,,,,,吉野川市,ヨシノガワシ,Yoshinogawa-shi,,,
362069,徳島県,トクシマケン,Tokushima,1947-04-17,,,,,,阿波市,アワシ,Awa-shi,,,
362077,徳島県,トクシマケン,Tokushima,1947-04-17,,,,,,美馬市,ミマシ,Mima-shi,,,
362085,徳島県,トクシマケン,Tokushima,1947-04-17,,,,,,三好市,ミヨシシ,Miyoshi-shi,,,
363014,徳島県,トクシマケン,Tokushima,1947-04-17,,,勝浦郡,カツウラグン,Katsura-gun,勝浦町,カツウラチョウ,Katsura-cho,,,
363022,徳島県,トクシマケン,Tokushima,1947-04-17,,,勝浦郡,カツウラグン,Katsura-gun,上勝町,カミカツチョウ,Kamikatsu-cho,,,
363219,徳島県,トクシマケン,Tokushima,1947-04-17,,,名東郡,ミョウドウグン,Myodo-gun,佐那河内村,サナゴウチソン,Sanagochi-son,,,
363413,徳島県,トクシマケン,Tokushima,1947-04-17,,,名西郡,ミョウザイグン,Myozai-gun,石井町,イシイチョウ,Ishii-cho,,,
363421,徳島県,トクシマケン,Tokushima,1947-04-17,,,名西郡,ミョウザイグン,Myozai-gun,神山町,カミヤマチョウ,Kamiyama-cho,,,
363685,徳島県,トクシマケン,Tokushima,1947-04-17,,,那賀郡,ナカグン,Naka-gun,那賀町,ナカチョウ,Naka-cho,,,
363839,徳島県,トクシマケン,Tokushima,1947-04-17,,,海部郡,カイフグン,Kaifu-gun,牟岐町,ムギチョウ,Mugi-cho,,,
363871,徳島県,トクシマケン,Tokushima,1947-04-17,,,海部郡,カイフグン,Kaifu-gun,美波町,ミナミチョウ,Minami-cho,,,
363880,徳島県,トクシマケン,Tokushima,1947-04-17,,,海部郡,カイフグン,Kaifu-gun,海陽町,カイヨウチョウ,Kaiyo-cho,,,
364011,徳島県,トクシマケン,Tokushima,1947-04-17,,,板野郡,イタノグン,Itano-gun,松茂町,マツシゲチョウ,Matsushige-cho,,,
364029,徳島県,トクシマケン,Tokushima,1947-04-17,,,板野郡,イタノグン,Itano-gun,北島町,キタジマチョウ,Kitajima-cho,,,
364037,徳島県,トクシマケン,Tokushima,1947-04-17,,,板野郡,イタノグン,Itano-gun,藍住町,アイズミチョウ,Aizumi-cho,,,
364045,徳島県,トクシマケン,Tokushima,1947-04-17,,,板野郡,イタノグン,Itano-gun,板野町,イタノチョウ,Itano-cho,,,
364053,徳島県,トクシマケン,Tokushima,1947-04-17,,,板野郡,イタノグン,Itano-gun,上板町,カミイタチョウ,Kamiita-cho,,,
364681,徳島県,トクシマケン,Tokushima,1947-04-17,,,美馬郡,ミマグン,Mima-gun,つるぎ町,ツルギチョウ,Tsurugi-cho,,,
364894,徳島県,トクシマケン,Tokushima,1947-04-17,,,三好郡,ミヨシグン,Miyoshi-gun,東みよし町,ヒガシミヨシチョウ,Higashimiyoshi-cho,,,
370002,香川県,カガワケン,Kagawa,1947-04-17,,,,,,,,,,,
372013,香川県,カガワケン,Kagawa,1947-04-17,,,,,,高松市,タカマツシ,Takamatsu-shi,,,
372021,香川県,カガワケン,Kagawa,1947-04-17,,,,,,丸亀市,マルガメシ,Marugame-shi,,,
372030,香川県,カガワケン,Kagawa,1947-04-17,,,,,,坂出市,サカイデシ,Sakaide-shi,,,
372048,香川県,カガワケン,Kagawa,1947-04-17,,,,,,善通寺市,ゼンツウジシ,Zentsuji-shi,,,
372056,香川県,カガワケン,Kagawa,1947-04-17,,,,,,観音寺市,カンオンジシ,Kanonji-shi,,,
372064,香川県,カガワケン,Kagawa,1947-04-17,,,,,,さぬき市,サヌキシ,Sanuki-shi,,,
372072,香川県,カガワケン,Kagawa,1947-04-17,,,,,,東かがわ市,ヒガシカガワシ,Higashikagawa-shi,,,
372081,香川県,カガワケン,Kagawa,1947-04-17,,,,,,三豊市,ミトヨシ,Mitoyo-shi,,,
373222,香川県,カガワケン,Kagawa,1947-04-17,,,小豆郡,ショウズグン,Shozu-gun,土庄町,トノショウチョウ,Tonosho-cho,,,
373249,香川県,カガワケン,Kagawa,1947-04-17,,,小豆郡,ショウズグン,Shozu-gun,小豆島町,ショウドシマチョウ,Shodoshima-cho,,,
373419,香川県,カガワケン,Kagawa,1947-04-17,,,木田郡,キタグン,Kita-gun,三木町,ミキチョウ,Miki-cho,,,
373648,香川県,カガワケン,Kagawa,1947-04-17,,,香川郡,カガワグン,Kagawa-gun,直島町,ナオシマチョウ,Naoshima-cho,,,
373869,香川県,カガワケン,Kagawa,1947-04-17,,,綾歌郡,アヤウタグン,Ayauta-gun,宇多津町,ウタヅチョウ,Utazu-cho,,,
373877,香川県,カガワケン,Kagawa,1947-04-17,,,綾歌郡,アヤウタグン,Ayauta-gun,綾川町,アヤガワチョウ,Ayagawa-cho,,,
374032,香川県,カガワケン,Kagawa,1947-04-17,,,仲多度郡,ナカタドグン,Nakatado-gun,琴平町,コトヒラチョウ,Kotohira-cho,,,
374041,香川県,カガワケン,Kagawa,1947-04-17,,,仲多度郡,ナカタドグン,Nakatado-gun,多度津町,タドツチョウ,Tadotsu-cho,,,
374067,香川県,カガワケン,Kagawa,1947-04-17,,,仲多度郡,ナカタドグン,Nakatado-gun,まんのう町,マンノウチョウ,Manno-cho,,,
380008,愛媛県,エヒメケン,Ehime,1947-04-17,,,,,,,,,,,
382019,愛媛県,エヒメケン,Ehime,1947-04-17,,,,,,松山市,マツヤマシ,Matsuyama-shi,,,
382027,愛媛県,エヒメケン,Ehime,1947-04-17,,,,,,今治市,イマバリシ,Imabari-shi,,,
382035,愛媛県,エヒメケン,Ehime,1947-04-17,,,,,,宇和島市,ウワジマシ,Uwajima-shi,,,
382043,愛媛県,エヒメケン,Ehime,1947-04-17,,,,,,八幡浜市,ヤワタハマシ,Yawatahama-shi,,,
382051,愛媛県,エヒメケン,Ehime,1947-04-17,,,,,,新居浜市,ニイハマシ,Niihama-shi,,,
382060,愛媛県,エヒメケン,Ehime,1947-04-17,,,,,,西条市,サイジョウシ,Saijo-shi,,,
382078,愛媛県,エヒメケン,Ehime,1947-04-17,,,,,,大洲市,オオズシ,Ozu-shi,,,
382108,愛媛県,エヒメケン,Ehime,1947-04-17,,,,,,伊予市,イヨシ,Iyo-shi,,,
382132,愛媛県,エヒメケン,Ehime,1947-04-17,,,,,,四国中央市,シコクチュウオウシ,Shikokuchuo-shi,,,
382141,愛媛県,エヒメケン,Ehime,1947-04-17,,,,,,西予市,セイヨシ,Seiyo-shi,,,
382159,愛媛県,エヒメケン,Ehime,1947-04-17,,,,,,東温市,トウオンシ,Toon-shi,,,
383562,愛媛県,エヒメケン,Ehime,1947-04-17,,,越智郡,オチグン,Ochi-gun,上島町,カミジマチョウ,Kamijima-cho,,,
383864,愛媛県,エヒメケン,Ehime,1947-04-17,,,上浮穴郡,カミウケナグン,Kamiukena-gun,久万高原町,クマコウゲンチョウ,Kumakogen-cho,,,
384011,愛媛県,エヒメケン,Ehime,1947-04-17,,,伊予郡,イヨグン,Iyo-gun,松前町,マサキチョウ,Masaki-cho,,,
384020,愛媛県,エヒメケン,Ehime,1947-04-17,,,伊予郡,イヨグン,Iyo-gun,砥部町,トベチョウ,Tobe-cho,,,
384224,愛媛県,エヒメケン,Ehime,1947-04-17,,,喜多郡,キタグン,Kita-gun,内子町,ウチコチョウ,Uchiko-cho,,,
384429,愛媛県,エヒメケン,Ehime,1947-04-17,,,西宇和郡,ニシウワグン,Nishiuwa-gun,伊方町,イカタチョウ,Ikata-cho,,,
384844,愛媛県,エヒメケン,Ehime,1947-04-17,,,北宇和郡,キタウワグン,Kitauwa-gun,松野町,マツノチョウ,Matsuno-cho,,,
384887,愛媛県,エヒメケン,Ehime,1947-04-17,,,北宇和郡,キタウワグン,Kitauwa-gun,鬼北町,キホクチョウ,Kihoku-cho,,,
385069,愛媛県,エヒメケン,Ehime,1947-04-17,,,南宇和郡,ミナミウワグン,Minamiuwa-gun,愛南町,アイナンチョウ,Ainan-cho,,,
390003,高知県,コウチケン,Kochi,1947-04-17,,,,,,,,,,,
392014,高知県,コウチケン,Kochi,1947-04-17,,,,,,高知市,コウチシ,Kochi-shi,,,
392022,高知県,コウチケン,Kochi,1947-04-17,,,,,,室戸市,ムロトシ,Muroto-shi,,,
392031,高知県,コウチケン,Kochi,1947-04-17,,,,,,安芸市,アキシ,Aki-shi,,,
392049,高知県,コウチケン,Kochi,1947-04-17,,,,,,南国市,ナンコクシ,Nankoku-shi,,,
392057,高知県,コウチケン,Kochi,1947-04-17,,,,,,土佐市,トサシ,Tosa-shi,,,
392065,高知県,コウチケン,Kochi,1947-04-17,,,,,,須崎市,スサキシ,Susaki-shi,,,
392081,高知県,コウチケン,Kochi,1947-04-17,,,,,,宿毛市,スクモシ,Sukumo-shi,,,
392090,高知県,コウチケン,Kochi,1947-04-17,,,,,,土佐清水市,トサシミズシ,Tosashimizu-shi,,,
392103,高知県,コウチケン,Kochi,1947-04-17,,,,,,四万十市,シマントシ,Shimanto-shi,,,
392111,高知県,コウチケン,Kochi,1947-04-17,,,,,,香南市,コウナンシ,Konan-shi,,,
392120,高知県,コウチケン,Kochi,1947-04-17,,,,,,香美市,カミシ,Kami-shi,,,
393011,高知県,コウチケン,Kochi,1947-04-17,,,安芸郡,アキグン,Aki-gun,東洋町,トウヨウチョウ,Toyo-cho,,,
393029,高知県,コウチケン,Kochi,1947-04-17,,,安芸郡,アキグン,Aki-gun,奈半利町,ナハリチョウ,Nahari-cho,,,
393037,高知県,コウチケン,Kochi,1947-04-17,,,安芸郡,アキグン,Aki-gun,田野町,タノチョウ,Tano-cho,,,
393045,高知県,コウチケン,Kochi,1947-04-17,,,安芸郡,アキグン,Aki-gun,安田町,ヤスダチョウ,Yasuda-cho,,,
393053,高知県,コウチケン,Kochi,1947-04-17,,,安芸郡,アキグン,Aki-gun,北川村,キタガワムラ,Kitagawa-mura,,,
393061,高知県,コウチケン,Kochi,1947-04-17,,,安芸郡,アキグン,Aki-gun,馬路村,ウマジムラ,Umaji-mura,,,
393070,高知県,コウチケン,Kochi,1947-04-17,,,安芸郡,アキグン,Aki-gun,芸西村,ゲイセイムラ,Geisei-mura,,,
393410,高知県,コウチケン,Kochi,1947-04-17,,,長岡郡,ナガオカグン,Nagaoka-gun,本山町,モトヤマチョウ,Motoyama-cho,,,
393444,高知県,コウチケン,Kochi,1947-04-17,,,長岡郡,ナガオカグン,Nagaoka-gun,大豊町,オオトヨチョウ,Otoyo-cho,,,
393631,高知県,コウチケン,Kochi,1947-04-17,,,土佐郡,トサグン,Tosa-gun,土佐町,トサチョウ,Tosa-cho,,,
393649,高知県,コウチケン,Kochi,1947-04-17,,,土佐郡,トサグン,Tosa-gun,大川村,オオカワムラ,Okawa-mura,,,
393860,高知県,コウチケン,Kochi,1947-04-17,,,吾川郡,アガワグン,Agawa-gun,いの町,イノチョウ,Ino-cho,,,
393878,高知県,コウチケン,Kochi,1947-04-17,,,吾川郡,アガワグン,Agawa-gun,仁淀川町,ニヨドガワチョウ,Niyodogawa-cho,,,
394017,高知県,コウチケン,Kochi,1947-04-17,,,高岡郡,タカオカグン,Takaoka-gun,中土佐町,ナカトサチョウ,Nakatosa-cho,,,
394025,高知県,コウチケン,Kochi,1947-04-17,,,高岡郡,タカオカグン,Takaoka-gun,佐川町,サカワチョウ,Sakawa-cho,,,
394033,高知県,コウチケン,Kochi,1947-04-17,,,高岡郡,タカオカグン,Takaoka-gun,越知町,オチチョウ,Ochi-cho,,,
394050,高知県,コウチケン,Kochi,1947-04-17,,,高岡郡,タカオカグン,Takaoka-gun,檮原町,ユスハラチョウ,Yusuhara-cho,,,
394106,高知県,コウチケン,Kochi,1947-04-17,,,高岡郡,タカオカグン,Takaoka-gun,日高村,ヒダカムラ,Hidaka-mura,,,
394114,高知県,コウチケン,Kochi,1947-04-17,,,高岡郡,タカオカグン,Takaoka-gun,津野町,ツノチョウ,Tsuno-cho,,,
394122,高知県,コウチケン,Kochi,1947-04-17,,,高岡郡,タカオカグン,Takaoka-gun,四万十町,シマントチョウ,Shimanto-cho,,,
394246,高知県,コウチケン,Kochi,1947-04-17,,,幡多郡,ハタグン,Hata-gun,大月町,オオツキチョウ,Otsuki-cho,,,
394271,高知県,コウチケン,Kochi,1947-04-17,,,幡多郡,ハタグン,Hata-gun,三原村,ミハラムラ,Mihara-mura,,,
394289,高知県,コウチケン,Kochi,1947-04-17,,,幡多郡,ハタグン,Hata-gun,黒潮町,クロシオチョウ,Kuroshio-cho,,,
400009,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,,,,,,
401005,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,北九州市,キタキュウシュウシ,Kitakyushu-shi,,,
401013,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,北九州市,キタキュウシュウシ,Kitakyushu-shi,門司区,モジク,Moji-ku
401030,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,北九州市,キタキュウシュウシ,Kitakyushu-shi,若松区,ワカマツク,Wakamatsu-ku
401056,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,北九州市,キタキュウシュウシ,Kitakyushu-shi,戸畑区,トバタク,Tobata-ku
401064,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,北九州市,キタキュウシュウシ,Kitakyushu-shi,小倉北区,コクラキタク,Kokurakita-ku
401072,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,北九州市,キタキュウシュウシ,Kitakyushu-shi,小倉南区,コクラミナミク,Kokuraminami-ku
401081,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,北九州市,キタキュウシュウシ,Kitakyushu-shi,八幡東区,ヤハタヒガシク,Yahatahigashi-ku
401099,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,北九州市,キタキュウシュウシ,Kitakyushu-shi,八幡西区,ヤハタニシク,Yahatanishi-ku
401307,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,福岡市,フクオカシ,Fukuoka-shi,,,
401315,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,福岡市,フクオカシ,Fukuoka-shi,東区,ヒガシク,Higashi-ku
401323,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,福岡市,フクオカシ,Fukuoka-shi,博多区,ハカタク,Hakata-ku
401331,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,福岡市,フクオカシ,Fukuoka-shi,中央区,チュウオウク,Chuo-ku
401340,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,福岡市,フクオカシ,Fukuoka-shi,南区,ミナミク,Minami-ku
401358,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,福岡市,フクオカシ,Fukuoka-shi,西区,ニシク,Nishi-ku
401366,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,福岡市,フクオカシ,Fukuoka-shi,城南区,ジョウナンク,Jonan-ku
401374,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,福岡市,フクオカシ,Fukuoka-shi,早良区,サワラク,Sawara-ku
402028,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,大牟田市,オオムタシ,Omuta-shi,,,
402036,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,久留米市,クルメシ,Kurume-shi,,,
402044,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,直方市,ノオガタシ,Nogata-shi,,,
402052,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,飯塚市,イイヅカシ,Iizuka-shi,,,
402061,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,田川市,タガワシ,Tagawa-shi,,,
402079,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,柳川市,ヤナガワシ,Yanagawa-shi,,,
402109,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,八女市,ヤメシ,Yame-shi,,,
402117,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,筑後市,チクゴシ,Chikugo-shi,,,
402125,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,大川市,オオカワシ,Okawa-shi,,,
402133,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,行橋市,ユクハシシ,Yukuhashi-shi,,,
402141,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,豊前市,ブゼンシ,Buzen-shi,,,
402150,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,中間市,ナカマシ,Nakama-shi,,,
402168,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,小郡市,オゴオリシ,Ogori-shi,,,
402176,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,筑紫野市,チクシノシ,Chikushino-shi,,,
402184,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,春日市,カスガシ,Kasuga-shi,,,
402192,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,大野城市,オオノジョウシ,Onojo-shi,,,
402206,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,宗像市,ムナカタシ,Munakata-shi,,,
402214,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,太宰府市,ダザイフシ,Dazaifu-shi,,,
402231,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,古賀市,コガシ,Koga-shi,,,
402249,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,福津市,フクツシ,Fukutsu-shi,,,
402257,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,うきは市,ウキハシ,Ukiha-shi,,,
402265,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,宮若市,ミヤワカシ,Miyawaka-shi,,,
402273,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,嘉麻市,カマシ,Kama-shi,,,
402281,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,朝倉市,アサクラシ,Asakura-shi,,,
402290,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,みやま市,ミヤマシ,Miyama-shi,,,
402303,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,糸島市,イトシマシ,Itoshima-shi,,,
402311,福岡県,フクオカケン,Fukuoka,1947-04-17,,,,,,那珂川市,ナカガワシ,Nakagawa-shi,,,
403415,福岡県,フクオカケン,Fukuoka,1947-04-17,,,糟屋郡,カスヤグン,Kasuya-gun,宇美町,ウミマチ,Umi-machi,,,
403423,福岡県,フクオカケン,Fukuoka,1947-04-17,,,糟屋郡,カスヤグン,Kasuya-gun,篠栗町,ササグリマチ,Sasaguri-machi,,,
403431,福岡県,フクオカケン,Fukuoka,1947-04-17,,,糟屋郡,カスヤグン,Kasuya-gun,志免町,シメマチ,Shime-machi,,,
403440,福岡県,フクオカケン,Fukuoka,1947-04-17,,,糟屋郡,カスヤグン,Kasuya-gun,須恵町,スエマチ,Sue-machi,,,
403458,福岡県,フクオカケン,Fukuoka,1947-04-17,,,糟屋郡,カスヤグン,Kasuya-gun,新宮町,シングウマチ,Shingu-machi,,,
403482,福岡県,フクオカケン,Fukuoka,1947-04-17,,,糟屋郡,カスヤグン,Kasuya-gun,久山町,ヒサヤママチ,Hisayama-machi,,,
403491,福岡県,フクオカケン,Fukuoka,1947-04-17,,,糟屋郡,カスヤグン,Kasuya-gun,粕屋町,カスヤマチ,Kasuya-machi,,,
403814,福岡県,フクオカケン,Fukuoka,1947-04-17,,,遠賀郡,オンガグン,Onga-gun,芦屋町,アシヤマチ,Ashiya-machi,,,
403822,福岡県,フクオカケン,Fukuoka,1947-04-17,,,遠賀郡,オンガグン,Onga-gun,水巻町,ミズマキマチ,Mizumaki-machi,,,
403831,福岡県,フクオカケン,Fukuoka,1947-04-17,,,遠賀郡,オンガグン,Onga-gun,岡垣町,オカガキマチ,Okagaki-machi,,,
403849,福岡県,フクオカケン,Fukuoka,1947-04-17,,,遠賀郡,オンガグン,Onga-gun,遠賀町,オンガチョウ,Onga-cho,,,
404012,福岡県,フクオカケン,Fukuoka,1947-04-17,,,鞍手郡,クラテグン,Kurate-gun,小竹町,コタケマチ,Kotake-machi,,,
404021,福岡県,フクオカケン,Fukuoka,1947-04-17,,,鞍手郡,クラテグン,Kurate-gun,鞍手町,クラテマチ,Kurate-machi,,,
404217,福岡県,フクオカケン,Fukuoka,1947-04-17,,,嘉穂郡,カホグン,Kaho-gun,桂川町,ケイセンマチ,Keisen-machi,,,
404471,福岡県,フクオカケン,Fukuoka,1947-04-17,,,朝倉郡,アサクラグン,Asakura-gun,筑前町,チクゼンマチ,Chikuzen-machi,,,
404489,福岡県,フクオカケン,Fukuoka,1947-04-17,,,朝倉郡,アサクラグン,Asakura-gun,東峰村,トウホウムラ,Toho-mura,,,
405035,福岡県,フクオカケン,Fukuoka,1947-04-17,,,三井郡,ミイグン,Mii-gun,大刀洗町,タチアライマチ,Tachiarai-machi,,,
405221,福岡県,フクオカケン,Fukuoka,1947-04-17,,,三潴郡,ミヅマグン,Mizuma-gun,大木町,オオキマチ,Oki-machi,,,
405442,福岡県,フクオカケン,Fukuoka,1947-04-17,,,八女郡,ヤメグン,Yame-gun,広川町,ヒロカワマチ,Hirokawa-machi,,,
406015,福岡県,フクオカケン,Fukuoka,1947-04-17,,,田川郡,タガワグン,Tagawa-gun,香春町,カワラマチ,Kawara-machi,,,
406023,福岡県,フクオカケン,Fukuoka,1947-04-17,,,田川郡,タガワグン,Tagawa-gun,添田町,ソエダマチ,Soeda-machi,,,
406040,福岡県,フクオカケン,Fukuoka,1947-04-17,,,田川郡,タガワグン,Tagawa-gun,糸田町,イトダマチ,Itoda-machi,,,
406058,福岡県,フクオカケン,Fukuoka,1947-04-17,,,田川郡,タガワグン,Tagawa-gun,川崎町,カワサキマチ,Kawasaki-machi,,,
406082,福岡県,フクオカケン,Fukuoka,1947-04-17,,,田川郡,タガワグン,Tagawa-gun,大任町,オオトウマチ,Oto-machi,,,
406091,福岡県,フクオカケン,Fukuoka,1947-04-17,,,田川郡,タガワグン,Tagawa-gun,赤村,アカムラ,Aka-mura,,,
406104,福岡県,フクオカケン,Fukuoka,1947-04-17,,,田川郡,タガワグン,Tagawa-gun,福智町,フクチマチ,Fukuchi-machi,,,
406210,福岡県,フクオカケン,Fukuoka,1947-04-17,,,京都郡,ミヤコグン,Miyako-gun,苅田町,カンダマチ,Kanda-machi,,,
406252,福岡県,フクオカケン,Fukuoka,1947-04-17,,,京都郡,ミヤコグン,Miyako-gun,みやこ町,ミヤコマチ,Miyako-machi,,,
406422,福岡県,フクオカケン,Fukuoka,1947-04-17,,,築上郡,チクジョウグン,Chikujo-gun,吉富町,ヨシトミマチ,Yoshitomi-machi,,,
406465,福岡県,フクオカケン,Fukuoka,1947-04-17,,,築上郡,チクジョウグン,Chikujo-gun,上毛町,コウゲマチ,Koge-machi,,,
406473,福岡県,フクオカケン,Fukuoka,1947-04-17,,,築上郡,チクジョウグン,Chikujo-gun,築上町,チクジョウマチ,Chikujo-machi,,,
410004,佐賀県,サガケン,Saga,1947-04-17,,,,,,,,,,,
412015,佐賀県,サガケン,Saga,1947-04-17,,,,,,佐賀市,サガシ,Saga-shi,,,
412023,佐賀県,サガケン,Saga,1947-04-17,,,,,,唐津市,カラツシ,Karatsu-shi,,,
412031,佐賀県,サガケン,Saga,1947-04-17,,,,,,鳥栖市,トスシ,Tosu-shi,,,
412040,佐賀県,サガケン,Saga,1947-04-17,,,,,,多久市,タクシ,Taku-shi,,,
412058,佐賀県,サガケン,Saga,1947-04-17,,,,,,伊万里市,イマリシ,Imari-shi,,,
412066,佐賀県,サガケン,Saga,1947-04-17,,,,,,武雄市,タケオシ,Takeo-shi,,,
412074,佐賀県,サガケン,Saga,1947-04-17,,,,,,鹿島市,カシマシ,Kashima-shi,,,
412082,佐賀県,サガケン,Saga,1947-04-17,,,,,,小城市,オギシ,Ogi-shi,,,
412091,佐賀県,サガケン,Saga,1947-04-17,,,,,,嬉野市,ウレシノシ,Ureshino-shi,,,
412104,佐賀県,サガケン,Saga,1947-04-17,,,,,,神埼市,カンザキシ,Kanzaki-shi,,,
413275,佐賀県,サガケン,Saga,1947-04-17,,,神埼郡,カンザキグン,Kanzaki-gun,吉野ヶ里町,ヨシノガリチョウ,Yoshinogari-cho,,,
413411,佐賀県,サガケン,Saga,1947-04-17,,,三養基郡,ミヤキグン,Miyaki-gun,基山町,キヤマチョウ,Kiyama-cho,,,
413453,佐賀県,サガケン,Saga,1947-04-17,,,三養基郡,ミヤキグン,Miyaki-gun,上峰町,カミミネチョウ,Kamimine-cho,,,
413461,佐賀県,サガケン,Saga,1947-04-17,,,三養基郡,ミヤキグン,Miyaki-gun,みやき町,ミヤキチョウ,Miyaki-cho,,,
413879,佐賀県,サガケン,Saga,1947-04-17,,,東松浦郡,ヒガシマツウラグン,Higashimatsura-gun,玄海町,ゲンカイチョウ,Genkai-cho,,,
414018,佐賀県,サガケン,Saga,1947-04-17,,,西松浦郡,ニシマツウラグン,Nishimatsura-gun,有田町,アリタチョウ,Arita-cho,,,
414239,佐賀県,サガケン,Saga,1947-04-17,,,杵島郡,キシマグン,Kishima-gun,大町町,オオマチチョウ,Omachi-cho,,,
414247,佐賀県,サガケン,Saga,1947-04-17,,,杵島郡,キシマグン,Kishima-gun,江北町,コウホクマチ,Kohoku-machi,,,
414255,佐賀県,サガケン,Saga,1947-04-17,,,杵島郡,キシマグン,Kishima-gun,白石町,シロイシチョウ,Shiroishi-cho,,,
414417,佐賀県,サガケン,Saga,1947-04-17,,,藤津郡,フジツグン,Fujitsu-gun,太良町,タラチョウ,Tara-cho,,,
420000,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,,,,,,,,,
422011,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,,,,長崎市,ナガサキシ,Nagasaki-shi,,,
422029,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,,,,佐世保市,サセボシ,Sasebo-shi,,,
422037,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,,,,島原市,シマバラシ,Shimabara-shi,,,
422045,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,,,,諫早市,イサハヤシ,Isahaya-shi,,,
422053,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,,,,大村市,オオムラシ,Omura-shi,,,
422070,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,,,,平戸市,ヒラドシ,Hirado-shi,,,
422088,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,,,,松浦市,マツウラシ,Matsura-shi,,,
422096,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,,,,対馬市,ツシマシ,Tsushima-shi,,,
422100,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,,,,壱岐市,イキシ,Iki-shi,,,
422118,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,,,,五島市,ゴトウシ,Goto-shi,,,
422126,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,,,,西海市,サイカイシ,Saikai-shi,,,
422134,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,,,,雲仙市,ウンゼンシ,Unzen-shi,,,
422142,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,,,,南島原市,ミナミシマバラシ,Minamishimabara-shi,,,
423076,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,西彼杵郡,ニシソノギグン,Nishisonogi-gun,長与町,ナガヨチョウ,Nagayo-cho,,,
423084,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,西彼杵郡,ニシソノギグン,Nishisonogi-gun,時津町,トギツチョウ,Togitsu-cho,,,
423211,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,東彼杵郡,ヒガシソノギグン,Higashisonogi-gun,東彼杵町,ヒガシソノギチョウ,Higashisonogi-cho,,,
